RESTAURANT_ID;NAME;ADRESS;REVIEW_COUNT_TRIP;REVIEW_COUNT_GOOGLE;PRICE_RANGE_TRIP;CITY;PLZ;KREIS;AVERAGE_REVIEW_TRIP;AVERAGE_REVIEW_GOOGLE;WEIGHTED AVERAGE REVIEW;DATA_SOURCE;alt_Google_clean.Restaurantname;alt_Beide Quellen?;alt_Trip_Küche;alt_Google_clean.Ort;alt_Google_clean.PLZ;alt_Google_clean.Strasse;alt_Google_KÜCHE;alt_Merged_Küche;alt_Google_clean.Preis;SUM REVIEW COUNT;PRICE_NUMERIC;WEIGHTED RATING;Lage
2634;Napulé;Stadelhoferstrasse 42;;602;;Zürich;8001;Kreis 1;;4;4;Google;Napulé;No;Take Away;;;Stadelhoferstrasse 42;Take Away;Take Away, Take Away;k. A.;602;0;4.007877814;Zentrum
2635;Napulé - Zürich Josefstrasse;Josefstrasse 89;;101;;Zürich;8005;Kreis 5;;3.8;3.8;Google;Napulé - Zürich Josefstrasse;No;Take Away;;;Josefstrasse 89;Take Away;Take Away, Take Away;k. A.;101;0;3.873553719;Zentrum
2636;Negishi Sushi Bar Altstetten;Altstetterplatz 11;;133;;Zürich;8048;Kreis 9;;4.4;4.4;Google;Negishi Sushi Bar Altstetten;No;Sushi Takeaway;;;Altstetterplatz 11;Sushi Takeaway;Sushi Takeaway, Sushi Takeaway;k. A.;133;0;4.379738562;Zentrum
2637;Nok's Thai Food;Europa-Strasse 6;;28;€;Opfikon;8152;Aglo.;;4.8;4.8;Google;Nok's Thai Food;No;Thailändisch;;;Europa-Strasse 6;Thailändisch;Thailändisch, Thailändisch;Günstig;28;1;4.56875;Aglo.
2638;nomads glace;Wasserwerkstrasse 89A;;13;;Zürich;8037;Kreis 10;;4.9;4.9;Google;nomads glace;No;Eisdiele;;;Wasserwerkstrasse 89A;Eisdiele;Eisdiele, Eisdiele;Price information not available;13;0;4.503030303;Zentrum
2639;Nomads Zurich;Uetlibergstrasse 65;;5;;Zürich;8045;Kreis 3;;5;5;Google;Nomads Zurich;No;Catering;;;Uetlibergstrasse 65;Catering;Catering, Catering;k. A.;5;0;4.396;Zentrum
2640;Nonna's corner;Bertastrasse 98;;45;;Zürich;8003;Kreis 3;;4.2;4.2;Google;Nonna's corner;No;Italienisch;;;Bertastrasse 98;Italienisch;Italienisch, Italienisch;k. A.;45;0;4.213846154;Zentrum
2641;Nooch Asian Kitchen Badenerstrasse;Badenerstrasse 101;;886;€€ - €€€;Zürich;8004;Kreis 4;;4.5;4.5;Google;Nooch Asian Kitchen Badenerstrasse;No;Asiatisch;;;Badenerstrasse 101;Asiatisch;Asiatisch, Asiatisch;Mäßig teuer;886;3;4.494370861;Zentrum
2642;Nooch Asian Kitchen Steinfels Zürich;Heinrichstrasse 267;;1979;€€ - €€€;Zürich;8005;Kreis 5;;4.4;4.4;Google;Nooch Asian Kitchen Steinfels Zürich;No;Asiatisch;;;Heinrichstrasse 267;Asiatisch;Asiatisch, Asiatisch;Mäßig teuer;1979;3;4.398449225;Zentrum
2643;Nosch;Limmatquai 116;;92;;Zürich;8001;Kreis 1;;3.9;3.9;Google;Nosch;No;Kebabimbiss;;;Limmatquai 116;Kebabimbiss;Kebabimbiss, Kebabimbiss;Price information not available;92;0;3.961607143;Zentrum
2644;Nosh-Pots;Rötelstrasse 91;;17;;Zürich;8037;Kreis 10;;4.9;4.9;Google;Nosh-Pots;No;Salat;;;Rötelstrasse 91;Salat;Salat, Salat;Price information not available;17;0;4.545945946;Zentrum
2645;Nostos Greek Bistro;Wehntalerstrasse 286;;170;;Zürich;8046;Kreis 11;;4.9;4.9;Google;Nostos Greek Bistro;No;Griechisch;;;Wehntalerstrasse 286;Griechisch;Griechisch, Griechisch;Price information not available;170;0;4.831052632;Zentrum
2646;Nota Bene;Bahnhofstrasse 47;;58;;Dietlikon;8305;Aglo.;;4.4;4.4;Google;Nota Bene;No;Schweizerisch;;;Bahnhofstrasse 47;Schweizerisch;Schweizerisch, Schweizerisch;k. A.;58;0;4.36025641;Aglo.
2647;Ocakbaşa Holzkohlegrill;Badenerstrasse 656;;10;;Zürich;8048;Kreis 9;;4.5;4.5;Google;Ocakbaşa Holzkohlegrill;No;Restaurant;;;Badenerstrasse 656;Restaurant;Restaurant, Restaurant;k. A.;10;0;4.33;Zentrum
2648;OH MY GREEK! Oerlikon;Bahnhof Oerlikon,  Hofwiesenstrasse 363;;311;;Zürich;8050;Kreis 11;;4.5;4.5;Google;OH MY GREEK! Oerlikon;No;Take Away;;;Bahnhof Oerlikon,  Hofwiesenstrasse 363;Take Away;Take Away, Take Away;Price information not available;311;0;4.484592145;Zentrum
2649;Ojo De Agua Weinkontor GmbH;Oetenbachgasse 13;;239;;Zürich;8001;Kreis 1;;4.3;4.3;Google;Ojo De Agua Weinkontor GmbH;No;Restaurant;;;Oetenbachgasse 13;Restaurant;Restaurant, Restaurant;Price information not available;239;0;4.295752896;Zentrum
2650;Old Inn;Bleicherweg 47;;272;;Zürich;8002;Kreis 2;;4.8;4.8;Google;Old Inn;No;Restaurant;;;Bleicherweg 47;Restaurant;Restaurant, Restaurant;Price information not available;272;0;4.761986301;Zentrum
2651;Ooki Pavillon;Badenerstrasse 457;;514;;Zürich;8003;Kreis 3;;4.4;4.4;Google;Ooki Pavillon;No;Japanisch;;;Badenerstrasse 457;Japanisch;Japanisch, Japanisch;k. A.;514;0;4.394194757;Zentrum
2652;Original Kebab Haus;Franklinstrasse 20;;851;;Zürich;8050;Kreis 11;;4.5;4.5;Google;Original Kebab Haus;No;Imbiss;;;Franklinstrasse 20;Imbiss;Imbiss, Imbiss;Price information not available;851;0;4.494144661;Zentrum
2653;ORSINI;Mandarin Oriental Savoy,  Waaggasse 7;;244;;Zürich;8001;Kreis 1;;4.5;4.5;Google;ORSINI;No;Restaurant;;;Mandarin Oriental Savoy,  Waaggasse 7;Restaurant;Restaurant, Restaurant;Price information not available;244;0;4.480681818;Zentrum
2654;Oscar;Schaffhauserstrasse 94A;;233;;Opfikon;8152;Aglo.;;3.4;3.4;Google;Oscar;No;Pizza;;;Schaffhauserstrasse 94A;Pizza;Pizza, Pizza;k. A.;233;0;3.466798419;Aglo.
2655;Osteria Borgo;Niederdorfstrasse 33;;354;;Zürich;8001;Kreis 1;;4.4;4.4;Google;Osteria Borgo;No;Italienisch;;;Niederdorfstrasse 33;Italienisch;Italienisch, Italienisch;Price information not available;354;0;4.39171123;Zentrum
2656;OYU | Gesundheit + Du;Sihlstrasse 3;;27;;Zürich;8001;Kreis 1;;4.9;4.9;Google;OYU | Gesundheit + Du;No;Restaurant;;;Sihlstrasse 3;Restaurant;Restaurant, Restaurant;Price information not available;27;0;4.621276596;Zentrum
2657;Oyu | Restaurant + Teeatelier;Sihlstrasse 3;;5;;Zürich;8001;Kreis 1;;5;5;Google;Oyu | Restaurant + Teeatelier;No;Restaurant;;;Sihlstrasse 3;Restaurant;Restaurant, Restaurant;Price information not available;5;0;4.396;Zentrum
2658;Panini da Claudia;Gasometerstrasse 29;;67;;Zürich;8005;Kreis 5;;5;5;Google;Panini da Claudia;No;Take Away;;;Gasometerstrasse 29;Take Away;Take Away, Take Away;Price information not available;67;0;4.826436782;Zentrum
2659;Paninoteca da Fabio AG;Schaffhauserstrasse 54;;264;€€ - €€€;Opfikon;8152;Aglo.;;4.5;4.5;Google;Paninoteca da Fabio AG;No;Catering;;;Schaffhauserstrasse 54;Catering;Catering, Catering;Mäßig teuer;264;3;4.482042254;Aglo.
2660;Paprika;Brahmsstrasse 22;;80;;Zürich;8003;Kreis 3;;4.6;4.6;Google;Paprika;No;Schweizerisch;;;Brahmsstrasse 22;Schweizerisch;Schweizerisch, Schweizerisch;k. A.;80;0;4.529;Zentrum
2661;Pavillon;Talstrasse 1;;200;€€€€;Zürich;8001;Kreis 1;;4.7;4.7;Google;Pavillon;No;Mediterran;;;Talstrasse 1;Mediterran;Mediterran, Mediterran;Sehr teuer;200;4;4.658636364;Zentrum
2662;Payamlino;Uetlibergstrasse 103;;219;;Zürich;8045;Kreis 3;;4.2;4.2;Google;Payamlino;No;Kebabimbiss;;;Uetlibergstrasse 103;Kebabimbiss;Kebabimbiss, Kebabimbiss;k. A.;219;0;4.20376569;Zentrum
2663;Peking Garden;Neue Winterthurerstrasse 22;;159;;Dietlikon;8305;Aglo.;;4;4;Google;Peking Garden;No;Restaurant;;;Neue Winterthurerstrasse 22;Restaurant;Restaurant, Restaurant;k. A.;159;0;4.027374302;Aglo.
2664;Peking Garden;Seestrasse 331;;331;;Zürich;8038;Kreis 2;;4.1;4.1;Google;Peking Garden;No;Chinesisch;;;Seestrasse 331;Chinesisch;Chinesisch, Chinesisch;Price information not available;331;0;4.108262108;Zentrum
2665;Peking Garden;Hohlstrasse 560;;878;;Zürich;8048;Kreis 9;;3.6;3.6;Google;Peking Garden;No;Chinesisch;;;Hohlstrasse 560;Chinesisch;Chinesisch, Chinesisch;k. A.;878;0;3.614365256;Zentrum
2666;Peking Garden;Hofwiesenstrasse 376;;262;;Zürich;8050;Kreis 11;;3.7;3.7;Google;Peking Garden;No;Chinesisch;;;Hofwiesenstrasse 376;Chinesisch;Chinesisch, Chinesisch;k. A.;262;0;3.738652482;Zentrum
2667;Pera Restaurant;Schaffhauserstrasse 151;;351;;Kloten;8302;Aglo.;;4.8;4.8;Google;Pera Restaurant;No;Restaurant;;;Schaffhauserstrasse 151;Restaurant;Restaurant, Restaurant;k. A.;351;0;4.770080863;Aglo.
2668;Pho Vietnam;Hofwiesenstrasse 376;;8;;Zürich;8050;Kreis 11;;3;3;Google;Pho Vietnam;No;Vietnamesisch;;;Hofwiesenstrasse 376;Vietnamesisch;Vietnamesisch, Vietnamesisch;Price information not available;8;0;3.889285714;Zentrum
2669;Piazza am Idaplatz;Idaplatz 2;;297;;Zürich;8003;Kreis 3;;4.2;4.2;Google;Piazza am Idaplatz;No;Restaurant;;;Idaplatz 2;Restaurant;Restaurant, Restaurant;k. A.;297;0;4.202839117;Zentrum
2670;Picanha Brasil - Zürich;Mattengasse 9;;209;;Zürich;8005;Kreis 5;;4.4;4.4;Google;Picanha Brasil - Zürich;No;Brasilianisch;;;Mattengasse 9;Brasilianisch;Brasilianisch, Brasilianisch;k. A.;209;0;4.386462882;Zentrum
2671;Pink Rabbit;Bleicherweg 5;;102;;Zürich;8001;Kreis 1;;4.2;4.2;Google;Pink Rabbit;No;Restaurant;;;Bleicherweg 5;Restaurant;Restaurant, Restaurant;Price information not available;102;0;4.207377049;Zentrum
2672;Piratino Pizzeria Take Away;Badenerstrasse 696;;236;;Zürich;8048;Kreis 9;;4.5;4.5;Google;Piratino Pizzeria Take Away;No;Restaurant;;;Badenerstrasse 696;Restaurant;Restaurant, Restaurant;Price information not available;236;0;4.480078125;Zentrum
2673;Pizza Kurier Hothouse;Bachstrasse 7;;344;;Kloten;8302;Aglo.;;3.7;3.7;Google;Pizza Kurier Hothouse;No;Pizza;;;Bachstrasse 7;Pizza;Pizza, Pizza;k. A.;344;0;3.729945055;Aglo.
2674;Pizzakurier Delta;Bahnhofstrasse 53;;137;;Dietlikon;8305;Aglo.;;3.6;3.6;Google;Pizzakurier Delta;No;Take Away;;;Bahnhofstrasse 53;Take Away;Take Away, Take Away;k. A.;137;0;3.682165605;Aglo.
2675;Pizzeria Bella Napoli Zürich;Birmensdorferstrasse 249;;120;;Zürich;8055;Kreis 3;;4.4;4.4;Google;Pizzeria Bella Napoli Zürich;No;Pizzeria;;;Birmensdorferstrasse 249;Pizzeria;Pizzeria, Pizzeria;k. A.;120;0;4.377857143;Zentrum
2676;Pizzeria Bistro Oase Höngg;Limmattalstrasse 202;;21;;Zürich;8049;Kreis 10;;4.3;4.3;Google;Pizzeria Bistro Oase Höngg;No;Pizzeria;;;Limmattalstrasse 202;Pizzeria;Pizzeria, Pizzeria;Price information not available;21;0;4.273170732;Zentrum
2677;Pizzeria Ristorante Molino Gasometer Zürich;Gasometerstrasse 26;;444;€€ - €€€;Zürich;8005;Kreis 5;;4.4;4.4;Google;Pizzeria Ristorante Molino Gasometer Zürich;No;Pizza;;;Gasometerstrasse 26;Pizza;Pizza, Pizza;Mäßig teuer;444;3;4.393318966;Zentrum
2678;Pizzeria Ristorante Molino Stauffacher;Stauffacherstrasse 31;;1174;€€ - €€€;Zürich;8004;Kreis 4;;4.1;4.1;Google;Pizzeria Ristorante Molino Stauffacher;No;Pizza;;;Stauffacherstrasse 31;Pizza;Pizza, Pizza;Mäßig teuer;1174;3;4.102428811;Zentrum
2679;Pizzeria Veneziana;Stampfenbachstrasse 102;;221;;Zürich;8006;Kreis 6;;4.8;4.8;Google;Pizzeria Veneziana;No;Pizza;;;Stampfenbachstrasse 102;Pizza;Pizza, Pizza;Price information not available;221;0;4.753941909;Zentrum
2680;Plisi;Wallisellenstrasse 7A;;407;€;Dübendorf;8600;Aglo.;;4.6;4.6;Google;Plisi;No;Restaurant;;;Wallisellenstrasse 7A;Restaurant;Restaurant, Restaurant;Günstig;407;1;4.583372365;Aglo.
2681;Polo;Ueberlandstrasse 327;;40;;Zürich;8051;Kreis 12;;4.2;4.2;Google;Polo;No;Schweizerisch;;;Ueberlandstrasse 327;Schweizerisch;Schweizerisch, Schweizerisch;Price information not available;40;0;4.215;Zentrum
2682;Popeyes Louisiana Kitchen;Hofwiesenstrasse 370;;1012;;Zürich;8050;Kreis 11;;3.5;3.5;Google;Popeyes Louisiana Kitchen;No;Restaurant;;;Hofwiesenstrasse 370;Restaurant;Restaurant, Restaurant;k. A.;1012;0;3.514437984;Zentrum
2683;Pranburi Takeaway;Fluntern;;41;;Zürich;8044;Kreis 7;;3.5;3.5;Google;Pranburi Takeaway;No;Take Away;;;Fluntern;Take Away;Take Away, Take Away;Price information not available;41;0;3.744262295;Zentrum
2684;Prestige Poker;Industriestrasse 28;;53;;Dietlikon;8305;Aglo.;;4.5;4.5;Google;Prestige Poker;No;Touren- und Reiseanbieter;;;Industriestrasse 28;Touren- und Reiseanbieter;Touren- und Reiseanbieter, Touren- und Reiseanbieter;k. A.;53;0;4.430136986;Aglo.
2685;Pret A Manger Löwenplatz, Zurich;Löwenstrasse 51;;137;;Zürich;8001;Kreis 1;;3.6;3.6;Google;Pret A Manger Löwenplatz, Zurich;No;Take Away;;;Löwenstrasse 51;Take Away;Take Away, Take Away;Price information not available;137;0;3.682165605;Zentrum
2686;Public Burger;Kalanderplatz 1;;684;;Zürich;8045;Kreis 3;;3.5;3.5;Google;Public Burger;No;Hamburger;;;Kalanderplatz 1;Hamburger;Hamburger, Hamburger;k. A.;684;0;3.521164773;Zentrum
2687;Pumpstation;Utoquai 10;;1942;€€ - €€€;Zürich;8008;Kreis 8;;4.1;4.1;Google;Pumpstation;No;Restaurant;;;Utoquai 10;Restaurant;Restaurant, Restaurant;Mäßig teuer;1942;3;4.101478084;Zentrum
2688;Puro;Zentralhof  Fraumünsterstrasse 25;;483;€€ - €€€;Zürich;8001;Kreis 1;;4.1;4.1;Google;Puro;No;Restaurant;;;Zentralhof  Fraumünsterstrasse 25;Restaurant;Restaurant, Restaurant;Teuer;483;3;4.105765408;Zentrum
2689;Quickly Asia - Fresh cooking & Take Away;Ueberlandstrasse 210;;104;;Dübendorf;8600;Aglo.;;4.6;4.6;Google;Quickly Asia - Fresh cooking & Take Away;No;Asiatisch;;;Ueberlandstrasse 210;Asiatisch;Asiatisch, Asiatisch;k. A.;104;0;4.542741935;Aglo.
2690;Rapido;Bahnhofplatz 15;;37;;Zürich;8001;Kreis 1;;2.8;2.8;Google;Rapido;No;Imbiss;;;Bahnhofplatz 15;Imbiss;Imbiss, Imbiss;Price information not available;37;0;3.307017544;Zentrum
2691;Rathaus Burger & Pasta;Rathausbrücke 1;;53;;Zürich;8001;Kreis 1;;4.5;4.5;Google;Rathaus Burger & Pasta;No;Take Away;;;Rathausbrücke 1;Take Away;Take Away, Take Away;Price information not available;53;0;4.430136986;Zentrum
2692;Ravi - Delikat Essen;Erika-Mann-Strasse 11;;7;;Zürich;8050;Kreis 11;;5;5;Google;Ravi - Delikat Essen;No;Take Away;;;Erika-Mann-Strasse 11;Take Away;Take Away, Take Away;Price information not available;7;0;4.440740741;Zentrum
2693;Remo Wüst Bäckerei + Konditorei AG;Schaffhauserstrasse 257;;169;€€ - €€€;Zürich;8057;Kreis 6;;4;4;Google;Remo Wüst Bäckerei + Konditorei AG;No;Restaurant;;;Schaffhauserstrasse 257;Restaurant;Restaurant, Restaurant;Mäßig teuer;169;3;4.025925926;Zentrum
2694;Restaurant & Bar Turbinenbraeu 8048;Badenerstrasse 571a;;36;;Zürich;8048;Kreis 9;;4.2;4.2;Google;Restaurant & Bar Turbinenbraeu 8048;No;Restaurant;;;Badenerstrasse 571a;Restaurant;Restaurant, Restaurant;Price information not available;36;0;4.216071429;Zentrum
2695;Restaurant 83NULLZWEI im Schluefweg;Schluefweg 10;;88;;Kloten;8302;Aglo.;;4.4;4.4;Google;Restaurant 83NULLZWEI im Schluefweg;No;Restaurant;;;Schluefweg 10;Restaurant;Restaurant, Restaurant;k. A.;88;0;4.371296296;Aglo.
2696;Restaurant Acasa & Bar Zürich Oerlikon;Binzmühlestrasse 72;;44;;Zürich;8050;Kreis 11;;4.5;4.5;Google;Restaurant Acasa & Bar Zürich Oerlikon;No;Restaurant;;;Binzmühlestrasse 72;Restaurant;Restaurant, Restaurant;k. A.;44;0;4.4203125;Zentrum
2697;Restaurant Awania;Ueberlandstrasse 327;;157;;Zürich;8051;Kreis 12;;4;4;Google;Restaurant Awania;No;Restaurant;;;Ueberlandstrasse 327;Restaurant;Restaurant, Restaurant;Price information not available;157;0;4.027683616;Zentrum
2698;Restaurant Bahnhöfli;Bahnhofstrasse 51;;254;;Dübendorf;8600;Aglo.;;3.9;3.9;Google;Restaurant Bahnhöfli;No;Restaurant;;;Bahnhofstrasse 51;Restaurant;Restaurant, Restaurant;k. A.;254;0;3.925182482;Aglo.
2699;Restaurant Bauernschänke - Fun Fine Dining;Rindermarkt 24;;540;€€ - €€€;Zürich;8001;Kreis 1;;4.6;4.6;Google;Restaurant Bauernschänke - Fun Fine Dining;No;Restaurant;;;Rindermarkt 24;Restaurant;Restaurant, Restaurant;Mäßig teuer;540;3;4.587321429;Zentrum
2700;Restaurant Belvoirpark;Seestrasse 125;;458;;Zürich;8002;Kreis 2;;4.6;4.6;Google;Restaurant Belvoirpark;No;Schweizerisch;;;Seestrasse 125;Schweizerisch;Schweizerisch, Schweizerisch;Price information not available;458;0;4.585146444;Zentrum
2701;Restaurant Blindekuh;Horneggstrasse 15;;1094;€€ - €€€;Zürich;8008;Kreis 8;;4.7;4.7;Google;Restaurant Blindekuh;No;Schweizerisch;;;Horneggstrasse 15;Schweizerisch;Schweizerisch, Schweizerisch;Mäßig teuer;1094;3;4.691831239;Zentrum
2702;Restaurant Casino;Badenerstrasse 647;;164;;Zürich;8048;Kreis 9;;4.5;4.5;Google;Restaurant Casino;No;Schweizerisch;;;Badenerstrasse 647;Schweizerisch;Schweizerisch, Schweizerisch;k. A.;164;0;4.472282609;Zentrum
2703;Restaurant Dalsardo;Asylstrasse 58;;1;;Zürich;8032;Kreis 7;;3;3;Google;Restaurant Dalsardo;No;Italienisch;;;Asylstrasse 58;Italienisch;Italienisch, Italienisch;Price information not available;1;0;4.185714286;Zentrum
2704;Restaurant DAMAS Josefstrasse;Josefstrasse 151;;425;;Zürich;8005;Kreis 5;;4.4;4.4;Google;Restaurant DAMAS Josefstrasse;No;Syrisch;;;Josefstrasse 151;Syrisch;Syrisch, Syrisch;Price information not available;425;0;4.393033708;Zentrum
2705;Restaurant DAMAS Wipkingen;Kyburgstrasse 28;;339;€€ - €€€;Zürich;8037;Kreis 10;;4.5;4.5;Google;Restaurant DAMAS Wipkingen;No;Orientalisch;;;Kyburgstrasse 28;Orientalisch;Orientalisch, Orientalisch;Mäßig teuer;339;3;4.485793872;Zentrum
2706;Restaurant Dapur;Schaffhauserstrasse 373;;582;€€ - €€€;Zürich;8050;Kreis 11;;4.8;4.8;Google;Restaurant Dapur;No;Vegan;;;Schaffhauserstrasse 373;Vegan;Vegan, Vegan;Teuer;582;3;4.781561462;Zentrum
2707;Restaurant die Blume;Winterthurerstrasse 534;;226;€€ - €€€;Zürich;8051;Kreis 12;;4.6;4.6;Google;Restaurant die Blume;No;Schweizerisch;;;Winterthurerstrasse 534;Schweizerisch;Schweizerisch, Schweizerisch;Mäßig teuer;226;3;4.571138211;Zentrum
2708;Restaurant Emilio Weinhandlung AG;Zweierstrasse 9;;254;€€ - €€€;Zürich;8004;Kreis 4;;4.6;4.6;Google;Restaurant Emilio Weinhandlung AG;No;Restaurant;;;Zweierstrasse 9;Restaurant;Restaurant, Restaurant;Teuer;254;3;4.574087591;Zentrum
2709;Restaurant Forum;Schaffhauserstrasse 228;;6;;Zürich;8057;Kreis 6;;4.8;4.8;Google;Restaurant Forum;No;Restaurant;;;Schaffhauserstrasse 228;Restaurant;Restaurant, Restaurant;Price information not available;6;0;4.373076923;Zentrum
2710;Restaurant Freihof, Pizzeria Etna Takeawey;Badenerstrasse 540;;226;;Zürich;8048;Kreis 9;;4.3;4.3;Google;Restaurant Freihof, Pizzeria Etna Takeawey;No;Restaurant;;;Badenerstrasse 540;Restaurant;Restaurant, Restaurant;Price information not available;226;0;4.295528455;Zentrum
2711;Restaurant Frontline;Wallisellenstrasse 45;;8;;Zürich;8050;Kreis 11;;4.5;4.5;Google;Restaurant Frontline;No;Restaurant;;;Wallisellenstrasse 45;Restaurant;Restaurant, Restaurant;k. A.;8;0;4.317857143;Zentrum
2712;Restaurant Fujiya Glattbrugg;Oberhauserstrasse 30;;476;€€ - €€€;Opfikon;8152;Aglo.;;4.6;4.6;Google;Restaurant Fujiya Glattbrugg;No;Teppanyaki;;;Oberhauserstrasse 30;Teppanyaki;Teppanyaki, Teppanyaki;Teuer;476;3;4.585685484;Aglo.
2713;Restaurant Gaumenfreund | H+ Hotel Zürich;Badenerstrasse 537;;1;;Zürich;8048;Kreis 9;;5;5;Google;Restaurant Gaumenfreund | H+ Hotel Zürich;No;Restaurant;;;Badenerstrasse 537;Restaurant;Restaurant, Restaurant;k. A.;1;0;4.280952381;Zentrum
2714;Restaurant GORANAC Zürich;Friesstrasse 24;;35;;Zürich;8050;Kreis 11;;4.4;4.4;Google;Restaurant GORANAC Zürich;No;Restaurant;;;Friesstrasse 24;Restaurant;Restaurant, Restaurant;Price information not available;35;0;4.343636364;Zentrum
2715;Restaurant Hôtel Bourbon - Contemporary Dining & Bar;Obere Zäune 19;;524;;Zürich;8001;Kreis 1;;4.7;4.7;Google;Restaurant Hôtel Bourbon - Contemporary Dining & Bar;No;Restaurant;;;Obere Zäune 19;Restaurant;Restaurant, Restaurant;Price information not available;524;0;4.683272059;Zentrum
2716;Restaurant Kawali;Säntisstrasse 2;;78;;Dietlikon;8305;Aglo.;;4.5;4.5;Google;Restaurant Kawali;No;Restaurant;;;Säntisstrasse 2;Restaurant;Restaurant, Restaurant;k. A.;78;0;4.447959184;Aglo.
2717;Restaurant 'le chalet';Walter Mittelholzerstrasse 8;;24;;Opfikon;8152;Aglo.;;3.1;3.1;Google;Restaurant 'le chalet';No;Restaurant;;;Walter Mittelholzerstrasse 8;Restaurant;Restaurant, Restaurant;k. A.;24;0;3.620454545;Aglo.
2718;Restaurant Leutschenbach;Leutschenbachstrasse 50;;266;;Zürich;8050;Kreis 11;;4.4;4.4;Google;Restaurant Leutschenbach;No;Italienisch;;;Leutschenbachstrasse 50;Italienisch;Italienisch, Italienisch;k. A.;266;0;4.389160839;Zentrum
2719;Restaurant Lunch 5 GmbH;Förrlibuckstrasse 62;;145;€;Zürich;8005;Kreis 5;;4.2;4.2;Google;Restaurant Lunch 5 GmbH;No;Restaurant;;;Förrlibuckstrasse 62;Restaurant;Restaurant, Restaurant;Günstig;145;1;4.205454545;Zentrum
2720;Restaurant Masoala;Zürichbergstrasse 219;;750;;Zürich;8044;Kreis 7;;4.1;4.1;Google;Restaurant Masoala;No;Restaurant;;;Zürichbergstrasse 219;Restaurant;Restaurant, Restaurant;Price information not available;750;0;4.103766234;Zentrum
2721;Restaurant Morgenstern;Zwinglistrasse 27;;239;;Zürich;8004;Kreis 4;;4.2;4.2;Google;Restaurant Morgenstern;No;Restaurant;;;Zwinglistrasse 27;Restaurant;Restaurant, Restaurant;Price information not available;239;0;4.203474903;Zentrum
2722;Restaurant Neela;Kanonengasse 29;;486;;Zürich;8004;Kreis 4;;4.6;4.6;Google;Restaurant Neela;No;Küche aus Sri Lanka;;;Kanonengasse 29;Küche aus Sri Lanka;Küche aus Sri Lanka, Küche aus Sri Lanka;Price information not available;486;0;4.585968379;Zentrum
2723;Restaurant Oase;Freiestrasse 71;;6;;Zürich;8032;Kreis 7;;4.8;4.8;Google;Restaurant Oase;No;Restaurant;;;Freiestrasse 71;Restaurant;Restaurant, Restaurant;Price information not available;6;0;4.373076923;Zentrum
2724;Restaurant Pizzeria Monti;Birmensdorferstrasse 486;;1164;;Zürich;8055;Kreis 3;;4.8;4.8;Google;Restaurant Pizzeria Monti;No;Restaurant;;;Birmensdorferstrasse 486;Restaurant;Restaurant, Restaurant;k. A.;1164;0;4.790625;Zentrum
2725;Restaurant Pizzeria Wändli;Untere Zelglistrasse 11;;139;;Dübendorf;8600;Aglo.;;4.6;4.6;Google;Restaurant Pizzeria Wändli;No;Italienisch;;;Untere Zelglistrasse 11;Italienisch;Italienisch, Italienisch;k. A.;139;0;4.555345912;Aglo.
2726;Restaurant Rauti;Rautistrasse 75;;70;;Zürich;8048;Kreis 9;;4.5;4.5;Google;Restaurant Rauti;No;Schweizerisch;;;Rautistrasse 75;Schweizerisch;Schweizerisch, Schweizerisch;Price information not available;70;0;4.443333333;Zentrum
2727;Restaurant Rebstock;Schaffhauserstrasse 469;;196;;Zürich;8052;Kreis 11;;4.4;4.4;Google;Restaurant Rebstock;No;Schweizerisch;;;Schaffhauserstrasse 469;Schweizerisch;Schweizerisch, Schweizerisch;k. A.;196;0;4.385648148;Zentrum
2728;Restaurant Rosso;Geroldstrasse 31;;1159;;Zürich;8005;Kreis 5;;4;4;Google;Restaurant Rosso;No;Italienisch;;;Geroldstrasse 31;Italienisch;Italienisch, Italienisch;Price information not available;1159;0;4.004156064;Zentrum
2729;Restaurant Schiwago;Bertastrasse 76;;90;;Zürich;8003;Kreis 3;;4.5;4.5;Google;Restaurant Schiwago;No;Schweizerisch;;;Bertastrasse 76;Schweizerisch;Schweizerisch, Schweizerisch;k. A.;90;0;4.453636364;Zentrum
2730;Restaurant Schützenstube Höngg;Kappenbühlstrasse 80;;164;;Zürich;8049;Kreis 10;;4.1;4.1;Google;Restaurant Schützenstube Höngg;No;Restaurant;;;Kappenbühlstrasse 80;Restaurant;Restaurant, Restaurant;Price information not available;164;0;4.11576087;Zentrum
2731;Restaurant Singapore;Badenerstrasse 530;;1097;;Zürich;8048;Kreis 9;;4.2;4.2;Google;Restaurant Singapore;No;Singapurisch;;;Badenerstrasse 530;Singapurisch;Singapurisch, Singapurisch;k. A.;1097;0;4.20080573;Zentrum
2732;Restaurant Sonnental;Zürichstrasse 96;;633;€€ - €€€;Dübendorf;8600;Aglo.;;4.2;4.2;Google;Restaurant Sonnental;No;Schweizerisch;;;Zürichstrasse 96;Schweizerisch;Schweizerisch, Schweizerisch;Mäßig teuer;633;3;4.201378254;Aglo.
2733;Restaurant Sopra;Seidengasse 1;;57;;Zürich;8001;Kreis 1;;4.3;4.3;Google;Restaurant Sopra;No;Schweizerisch;;;Seidengasse 1;Schweizerisch;Schweizerisch, Schweizerisch;Price information not available;57;0;4.285714286;Zentrum
