RESTAURANT_ID;NAME;ADRESS;REVIEW_COUNT_TRIP;REVIEW_COUNT_GOOGLE;PRICE_RANGE_TRIP;CITY;PLZ;KREIS;AVERAGE_REVIEW_TRIP;AVERAGE_REVIEW_GOOGLE;WEIGHTED AVERAGE REVIEW;DATA_SOURCE;alt_Google_clean.Restaurantname;alt_Beide Quellen?;alt_Trip_Küche;alt_Google_clean.Ort;alt_Google_clean.PLZ;alt_Google_clean.Strasse;alt_Google_KÜCHE;alt_Merged_Küche;alt_Google_clean.Preis;SUM REVIEW COUNT;PRICE_NUMERIC;WEIGHTED RATING;Lage
418;Restaurant Escoffier;Feldeggstrasse 49;11;120;€;Zürich;8008;Kreis 8;4.5;4.4;4.408396947;both;Restaurant & Bistro Cafe Escoffier;Yes;Europäisch, Schweizerisch, Café;Zürich;8008;Feldeggstrasse 49;Schweizerisch;Europäisch, Schweizerisch, Café, Schweizerisch;Price information not available;131;1;4.386754967;Zentrum
419;Ristorante Pizzeria 99;Bederstrasse 99;87;276;€€ - €€€;Zürich;8002;Kreis 2;3.5;4.1;3.956198347;both;Restaurant & Pizzeria 99;Yes;Italienisch, Mediterran, Pizza;Zürich;8002;Bederstrasse 99;Restaurant;Italienisch, Mediterran, Pizza, Restaurant;Mäßig teuer;363;3;3.971279373;Zentrum
420;Restaurant Adlisberg;Adlisbergstrasse 75;349;994;€€ - €€€;Zürich;8044;Kreis 7;4;4.4;4.296053611;both;Restaurant Adlisberg;Yes;Europäisch, Schweizerisch, Einheimisch;Zürich;8044;Adlisbergstrasse 75;Schweizerisch;Europäisch, Schweizerisch, Einheimisch, Schweizerisch;Mäßig teuer;1343;3;4.295304475;Zentrum
421;Restaurant Allegro;Mutschellenstrasse 137;70;315;€€ - €€€;Zürich;8038;Kreis 2;4;4.6;4.490909091;both;Restaurant Allegro;Yes;Europäisch, Italienisch, Mediterran;Zürich;8038;Mutschellenstrasse 137;Italienisch;Europäisch, Italienisch, Mediterran, Italienisch;Price information not available;385;3;4.478765432;Zentrum
422;Z. Alten Löwen;Universitätstrasse 111;245;642;€€ - €€€;Zürich;8006;Kreis 6;4;4.5;4.361894025;both;Restaurant Alten Löwen;Yes;Schweizerisch, Italienisch, Mediterran;Zürich;8006;Universitätstrasse 111;Restaurant;Schweizerisch, Italienisch, Mediterran, Restaurant;Mäßig teuer;887;3;4.359316428;Zentrum
423;Restaurant Alter Tobelhof;Tobelhofstrasse 236;292;1031;€€ - €€€;Zürich;8044;Kreis 7;4;4.5;4.389644747;both;Restaurant Alter Tobelhof;Yes;Europäisch, Schweizerisch, Mitteleuropäisch;Zürich;8044;Tobelhofstrasse 236;Schweizerisch;Europäisch, Schweizerisch, Mitteleuropäisch, Schweizerisch;Mäßig teuer;1323;3;4.387490692;Zentrum
424;Restaurant Altes Klösterli;Klosterweg 36;187;1349;€€ - €€€;Zürich;8044;Kreis 7;3.5;4.4;4.290429688;both;Restaurant Altes Klösterli;Yes;Europäisch, Schweizerisch, Mitteleuropäisch;Zürich;8044;Klosterweg 36;Schweizerisch;Europäisch, Schweizerisch, Mitteleuropäisch, Schweizerisch;Mäßig teuer;1536;3;4.289845758;Zentrum
425;Restaurant Am Brühlbach;Kappenbuehlweg 9;4;78;€€ - €€€;Zürich;8049;Kreis 10;4.5;4.5;4.5;both;Restaurant Am Brühlbach;Yes;;Zürich;8049;Kappenbühlweg 9;Schweizerisch;, Schweizerisch;Price information not available;82;3;4.45;Zentrum
426;Anna;Anna-Heer-Strasse 2;62;866;€€€€;Zürich;8057;Kreis 6;4.5;4.9;4.873275862;both;Restaurant Anna;Yes;Europäisch, Mediterran;Zürich;8057;Anna-Heer-Strasse 2;Gehobene Küche;Europäisch, Mediterran, Gehobene Küche;Price information not available;928;4;4.860021097;Zentrum
427;Bärengasse Restaurant;Bahnhofstrasse 25;367;598;€€€€;Zürich;8001;Kreis 1;4.5;4.5;4.5;both;Restaurant Bärengasse;Yes;Europäisch, Steakhaus, Argentinisch;Zürich;8001;Bahnhofstrasse 25;Argentinisch;Europäisch, Steakhaus, Argentinisch, Argentinisch;Sehr teuer;965;4;4.494822335;Zentrum
428;Restaurant Birchegg;Wehntalerstrasse 119;45;157;€€ - €€€;Zürich;8057;Kreis 6;4;4.3;4.233168317;both;Restaurant Birchegg;Yes;Italienisch, Mediterran, International;Zürich;8057;Wehntalerstrasse 119;Italienisch;Italienisch, Mediterran, International, Italienisch;Price information not available;202;3;4.234234234;Zentrum
429;blindekuh;Mühlebachstrasse 148;268;1088;€€ - €€€;Zürich;8008;Kreis 8;4.5;4.7;4.660471976;both;Restaurant Blindekuh;Yes;Europäisch, International, Zeitgenössisch;Zürich;8008;Mühlebachstrasse 148;Schweizerisch;Europäisch, International, Zeitgenössisch, Schweizerisch;Mäßig teuer;1356;3;4.65443314;Zentrum
430;Restaurant Blockhus;Schifflande 4;229;554;€€ - €€€;Zürich;8001;Kreis 1;4;4.5;4.353767561;both;Restaurant Blockhus;Yes;Europäisch, Mitteleuropäisch;Zürich;8001;Schifflände 4;Schweizerisch;Europäisch, Mitteleuropäisch, Schweizerisch;Mäßig teuer;783;3;4.351058531;Zentrum
431;Restaurant Johanniter;Niederdorfstrasse 70;890;3021;€€ - €€€;Zürich;8001;Kreis 1;3.5;4.2;4.040705702;both;Restaurant Brasserie Johanniter;Yes;Europäisch, Schweizerisch, Mitteleuropäisch;Zürich;8001;Niederdorfstrasse 70;Schweizerisch;Europäisch, Schweizerisch, Mitteleuropäisch, Schweizerisch;k. A.;3911;3;4.041745103;Zentrum
432;Restaurant Bürgli;Seebacherstrasse 65;14;116;€€ - €€€;Zürich;8052;Kreis 11;4.5;4.7;4.678461538;both;Restaurant Bürgli;Yes;Europäisch, Schweizerisch;Zürich;8052;Seebacherstrasse 65;Schweizerisch;Europäisch, Schweizerisch, Schweizerisch;k. A.;130;3;4.620666667;Zentrum
433;Restaurant Burgwies;Forchstrasse 271;61;436;€€ - €€€;Zürich;8008;Kreis 8;4;4.4;4.350905433;both;Restaurant Burgwies;Yes;Europäisch, Schweizerisch, Mitteleuropäisch;Zürich;8008;Forchstrasse 271;Schweizerisch;Europäisch, Schweizerisch, Mitteleuropäisch, Schweizerisch;Mäßig teuer;497;3;4.346808511;Zentrum
434;Restaurant Büsi;Bärenbohlstrasse 47;12;298;€€ - €€€;Zürich;8046;Kreis 11;4.5;4.6;4.596129032;both;Restaurant Büsi;Yes;Europäisch, Schweizerisch, Kroatisch;Zürich;8046;Bärenbohlstrasse 47;Restaurant;Europäisch, Schweizerisch, Kroatisch, Restaurant;Mäßig teuer;310;3;4.574848485;Zentrum
435;Restaurant Cafe Boy;Kochstrasse 2;143;380;€€ - €€€;Zürich;8004;Kreis 4;4.5;4.5;4.5;both;Restaurant Café Boy;Yes;Europäisch, Schweizerisch, Mitteleuropäisch;Zürich;8004;Kochstrasse 2;Schweizerisch;Europäisch, Schweizerisch, Mitteleuropäisch, Schweizerisch;Mäßig teuer;523;3;4.490607735;Zentrum
436;Casa Nostrana;Albisstrasse 27;74;232;€€ - €€€;Zürich;8038;Kreis 2;4.5;4.5;4.5;both;Restaurant Casa-Nostrana;Yes;Europäisch, Italienisch, Mediterran;Zürich;8038;Albisstrasse 27;Italienisch;Europäisch, Italienisch, Mediterran, Italienisch;Price information not available;306;3;4.484355828;Zentrum
437;Chuchi am Wasser;Wasserwerkstrasse 21;35;548;€€ - €€€;Zürich;8006;Kreis 6;4;4.3;4.281989708;both;Restaurant Chuchi am Wasser;Yes;International;Zürich;8006;Wasserwerkstrasse 21;Restaurant;International, Restaurant;Price information not available;583;3;4.280762852;Zentrum
438;Cima Curry;Kanonengasse 19;19;248;€;Zürich;8004;Kreis 4;4;4.4;4.371535581;both;Restaurant Cima;Yes;Asiatisch, Indisch, Srilankisch;Zürich;8004;Kanonengasse 19;Küche aus Sri Lanka;Asiatisch, Indisch, Srilankisch, Küche aus Sri Lanka;k. A.;267;1;4.36271777;Zentrum
439;Cinque;Langstrasse 215;179;441;€€ - €€€;Zürich;8005;Kreis 5;4;4.4;4.284516129;both;Restaurant Cinque;Yes;Europäisch, Italienisch, Mediterran;Zürich;8005;Langstrasse 215;Italienisch;Europäisch, Italienisch, Mediterran, Italienisch;Teuer;620;3;4.28328125;Zentrum
440;Commihalle;Stampfenbachstrasse 8;244;918;€€ - €€€;Zürich;8001;Kreis 1;4;4.3;4.237005164;both;Restaurant Commihalle;Yes;Italienisch, Mediterran, Bar;Zürich;8001;Stampfenbachstrasse 8;Restaurant;Italienisch, Mediterran, Bar, Restaurant;Mäßig teuer;1162;3;4.23714044;Zentrum
441;Convivio;Rotwandstrasse 62;61;176;€€€€;Zürich;8004;Kreis 4;4.5;4.8;4.72278481;both;Restaurant Convivio;Yes;Europäisch, Mitteleuropäisch, Zeitgenössisch;Zürich;8004;Rotwandstrasse 62;Restaurant;Europäisch, Mitteleuropäisch, Zeitgenössisch, Restaurant;k. A.;237;4;4.685603113;Zentrum
442;Ristorante Culmann;Culmannstrasse 1;34;306;€€ - €€€;Zürich;8006;Kreis 6;5;4.3;4.37;both;Restaurant Culmann;Yes;Italienisch, Pizza, Meeresfrüchte;Zürich;8006;Culmannstrasse 1;Italienisch;Italienisch, Pizza, Meeresfrüchte, Italienisch;Price information not available;340;3;4.363055556;Zentrum
443;Restaurant Die Waid;Waidbadstrasse 45;810;2656;€€€€;Zürich;8037;Kreis 10;3.5;4.2;4.036410848;both;Restaurant Die Waid;Yes;Europäisch, Schweizerisch, Asiatisch;Zürich;8037;Waidbadstrasse 45;Restaurant;Europäisch, Schweizerisch, Asiatisch, Restaurant;Teuer;3466;4;4.037607573;Zentrum
444;Don Weber;Heinrichstrasse 213;139;791;€€ - €€€;Zürich;8005;Kreis 5;3.5;4.3;4.180430108;both;Restaurant Don Weber;Yes;Mexikanisch;Zürich;8005;Heinrichstrasse 213;Mexikanisch;Mexikanisch, Mexikanisch;Mäßig teuer;930;3;4.181789474;Zentrum
445;Restaurant Dorflinde;Schwamendingenstrasse 37;2;74;;Zürich;8050;Kreis 11;4.5;4.3;4.305263158;both;Restaurant Dorflinde;Yes;;Zürich;8050;Schwamendingenstrasse 37;Schweizerisch;, Schweizerisch;Price information not available;76;0;4.292708333;Zentrum
446;Drei Stuben;Beckenhofstrasse 5;330;428;€€€€;Zürich;8006;Kreis 6;4.5;4.5;4.5;both;Restaurant Drei Stuben;Yes;Europäisch, Schweizerisch;Zürich;8006;Beckenhofstrasse 5;Schweizerisch;Europäisch, Schweizerisch, Schweizerisch;Teuer;758;4;4.49344473;Zentrum
447;Restaurant Eichhörnli;Nietengasse 16;73;271;€€ - €€€;Zürich;8004;Kreis 4;4.5;4.7;4.65755814;both;Restaurant Eichhörnli;Yes;Europäisch, Schweizerisch, Mitteleuropäisch;Zürich;8004;Nietengasse 16;Schweizerisch;Europäisch, Schweizerisch, Mitteleuropäisch, Schweizerisch;Mäßig teuer;344;3;4.63489011;Zentrum
448;Restaurant Eisenhof;Gasometerstrasse 20;119;457;€€ - €€€;Zürich;8005;Kreis 5;4;4.4;4.317361111;both;Restaurant Eisenhof;Yes;Europäisch, Schweizerisch, Steakhaus;Zürich;8005;Gasometerstrasse 20;Schweizerisch;Europäisch, Schweizerisch, Steakhaus, Schweizerisch;Mäßig teuer;576;3;4.314932886;Zentrum
449;Restaurant Enja;Sihlstrasse 9;37;217;€€ - €€€;Zürich;8001;Kreis 1;4.5;4.6;4.585433071;both;Restaurant Enja;Yes;Europäisch, Schweizerisch, Grillspezialitäten;Zürich;8001;Sihlstrasse 9;Restaurant;Europäisch, Schweizerisch, Grillspezialitäten, Restaurant;k. A.;254;3;4.560583942;Zentrum
450;Brasserie Freilager;Freilagerstrasse 53;103;447;€€ - €€€;Zürich;8047;Kreis 9;4.5;4.4;4.418727273;both;Restaurant Freilager;Yes;Europäisch, Schweizerisch, Mitteleuropäisch;Zürich;8047;Freilagerstrasse 53;Restaurant;Europäisch, Schweizerisch, Mitteleuropäisch, Restaurant;Price information not available;550;3;4.412631579;Zentrum
451;Restaurant Frieden;Opfikonerstrasse 13;9;340;€€ - €€€;Zürich;8304;Aglo.;5;4.7;4.70773639;both;Restaurant Frieden;Yes;Europäisch, Schweizerisch;Wallisellen;8304;Opfikonerstrasse 13;Schweizerisch;Europäisch, Schweizerisch, Schweizerisch;k. A.;349;3;4.682655827;Aglo.
452;Restaurant Frieden Wallisellen;Opfikonerstrasse 13;25;340;€€ - €€€;Zürich;8304;Aglo.;4.5;4.7;4.68630137;both;Restaurant Frieden;Yes;Europäisch, Schweizerisch, Italienisch;Wallisellen;8304;Opfikonerstrasse 13;Schweizerisch;Europäisch, Schweizerisch, Italienisch, Schweizerisch;k. A.;365;3;4.663376623;Aglo.
453;Restaurant Gandria;Rudolfstrasse 6;97;207;€€€€;Zürich;8008;Kreis 8;4.5;4.7;4.636184211;both;Restaurant Gandria;Yes;Italienisch, Mediterran, Zeitgenössisch;Zürich;8008;Rudolfstrasse 6;Restaurant;Italienisch, Mediterran, Zeitgenössisch, Restaurant;k. A.;304;4;4.612037037;Zentrum
454;Restaurant Gartenhof;Gartenhofstrasse 1;160;599;€€ - €€€;Zürich;8004;Kreis 4;4;4.3;4.236758893;both;Restaurant Gartenhof;Yes;Europäisch, Mitteleuropäisch;Zürich;8004;Gartenhofstrasse 1;Restaurant;Europäisch, Mitteleuropäisch, Restaurant;Mäßig teuer;759;3;4.236970475;Zentrum
455;Gasthof Geerlisburg;Gerlisberg 2;87;824;€€ - €€€;Kloten;8302;Aglo.;3.5;4.3;4.223600439;both;Restaurant Geerlisburg;Yes;Europäisch, Schweizerisch, Gesund;Kloten;8302;Gerlisberg 2;Restaurant;Europäisch, Schweizerisch, Gesund, Restaurant;k. A.;911;3;4.22406015;Aglo.
456;REST. GERTRUDHOF;Gertrudstrasse 26;246;1199;€€ - €€€;Zürich;8003;Kreis 3;4.5;4.7;4.665951557;both;Restaurant Gertrudhof;Yes;Europäisch, Schweizerisch, Mitteleuropäisch;Zürich;8003;Gertrudstrasse 26;Schweizerisch;Europäisch, Schweizerisch, Mitteleuropäisch, Schweizerisch;Mäßig teuer;1445;3;4.660204778;Zentrum
457;Glogge-Egge;Sihlstrasse 31;52;143;€€ - €€€;Zürich;8001;Kreis 1;4;4.3;4.22;both;Restaurant Glogge Egge & Bar;Yes;Europäisch, Schweizerisch, Mitteleuropäisch;Zürich;8001;Sihlstrasse 31;Schweizerisch;Europäisch, Schweizerisch, Mitteleuropäisch, Schweizerisch;Mäßig teuer;195;3;4.222325581;Zentrum
458;Restaurant Gonzalez;Schaffhauserstrasse 121;117;339;€€ - €€€;Zürich;8057;Kreis 6;4.5;4.6;4.574342105;both;Restaurant Gonzalez;Yes;Europäisch, Mediterran, Spanisch;Zürich;8057;Schaffhauserstrasse 121;Spanisch;Europäisch, Mediterran, Spanisch, Spanisch;Teuer;456;3;4.560504202;Zentrum
459;Restaurant Grunau;Meierwiesenstrasse 58;8;35;€€ - €€€;Zürich;8064;Kreis 9;4.5;4.2;4.255813953;both;Restaurant Grünau;Yes;Europäisch;Zürich;8064;Meierwiesenstrasse 58;Restaurant;Europäisch, Restaurant;Price information not available;43;3;4.252380952;Zentrum
460;Grünwald;Regensdorferstrasse 237;149;1836;€€ - €€€;Zürich;8049;Kreis 10;3.5;4.3;4.239949622;both;Restaurant Grünwald;Yes;Europäisch, Schweizerisch, Mitteleuropäisch;Zürich;8049;Regensdorferstrasse 237;Schweizerisch;Europäisch, Schweizerisch, Mitteleuropäisch, Schweizerisch;Price information not available;1985;3;4.24;Zentrum
461;Restaurant Hardhof;Badenerstrasse 344;161;524;€€ - €€€;Zürich;8004;Kreis 4;4;4.5;4.382481752;both;Restaurant Hardhof;Yes;Europäisch, Schweizerisch, Mitteleuropäisch;Zürich;8004;Badenerstrasse 344;Schweizerisch;Europäisch, Schweizerisch, Mitteleuropäisch, Schweizerisch;Mäßig teuer;685;3;4.37858156;Zentrum
462;Hardwald Brewhouse;Zwirnereistrasse 22;17;390;€€ - €€€;Zürich;8304;Aglo.;4;4.4;4.383292383;both;Restaurant Hardwald Brewhouse;Yes;Europäisch, Speiselokal, Gasthausbrauerei;Wallisellen;8304;Zwirnereistrasse 22;Restaurant;Europäisch, Speiselokal, Gasthausbrauerei, Restaurant;Mäßig teuer;407;3;4.376814988;Aglo.
463;Hecht;Bahnhofstrasse;18;303;€€ - €€€;Dubendorf;8600;Aglo.;3;4.2;4.13271028;both;Restaurant Hecht;Yes;Europäisch, Zeitgenössisch;Dübendorf;8600;Bahnhofstrasse 26;Schweizerisch;Europäisch, Zeitgenössisch, Schweizerisch;Mäßig teuer;321;3;4.139296188;Aglo.
464;Restaurant Heugümper;Waaggasse 4;244;339;€€€€;Zürich;8001;Kreis 1;4.5;4.7;4.616295026;both;Restaurant Heugümper;Yes;Europäisch, Schweizerisch, International;Zürich;8001;Waaggasse 4;Restaurant mit Fusionsküche;Europäisch, Schweizerisch, International, Restaurant mit Fusionsküche;Teuer;583;4;4.6039801;Zentrum
465;Hirschberg;Seilergraben 9;82;136;€€€€;Zürich;8001;Kreis 1;4.5;4.6;4.562385321;both;Restaurant Hirschberg;Yes;Europäisch, Italienisch, Mediterran;Zürich;8001;Seilergraben 9;Italienisch;Europäisch, Italienisch, Mediterran, Italienisch;k. A.;218;4;4.535714286;Zentrum
466;Restaurant Höngger Hof;Am Wasser 161;72;382;€€ - €€€;Zürich;8049;Kreis 10;4.5;4.6;4.584140969;both;Restaurant Hönggerhof;Yes;Europäisch, Mediterran;Zürich;8049;Am Wasser 161;Mediterran;Europäisch, Mediterran, Mediterran;Mäßig teuer;454;3;4.569831224;Zentrum
467;Il Faro Wallisellen;Bahnhofplatz 2;87;556;€€ - €€€;Zürich;8304;Aglo.;3.5;4.1;4.01881804;both;Restaurant il Faro Wallisellen;Yes;Italienisch, Mediterran, Pizza;Wallisellen;8304;Bahnhofplatz 2;Italienisch;Italienisch, Mediterran, Pizza, Italienisch;Mäßig teuer;643;3;4.025641026;Aglo.
468;Kantorei;Neumarkt 2;252;780;€€ - €€€;Zürich;8001;Kreis 1;4;4.4;4.302325581;both;Restaurant Kantorei;Yes;Europäisch, Schweizerisch, International;Zürich;8001;Neumarkt 2;Schweizerisch;Europäisch, Schweizerisch, International, Schweizerisch;Mäßig teuer;1032;3;4.301235741;Zentrum
469;Restaurant Khujug;Schoeneggstrasse 5;341;912;€€ - €€€;Zürich;8004;Kreis 4;4.5;4.4;4.427214685;both;Restaurant Khujug;Yes;Asiatisch, Gesund, Chinesisch;Zürich;8004;Schöneggstrasse 5;Chinesisch;Asiatisch, Gesund, Chinesisch, Chinesisch;k. A.;1253;3;4.424351925;Zentrum
470;Restaurant Kiosk Am See;Seefeldquai 51;86;924;€€ - €€€;Zürich;8008;Kreis 8;3.5;4;3.957425743;both;Restaurant Kiosk;Yes;Europäisch;Zürich;8008;Seefeldquai 51;Restaurant;Europäisch, Restaurant;Mäßig teuer;1010;3;3.963009709;Zentrum
471;KLE Restaurant;Zweierstrasse 114;56;469;€€ - €€€;Zürich;8003;Kreis 3;4;4.6;4.536;both;Restaurant KLE;Yes;Europäisch, International, Gesund;Zürich;8003;Zweierstrasse 114;Moderne europäische Küche;Europäisch, International, Gesund, Moderne europäische Küche;k. A.;525;3;4.525321101;Zentrum
472;Kreis 6;Scheuchzerstrasse 65;165;396;€€€€;Zürich;8006;Kreis 6;4;4.6;4.423529412;both;Restaurant Kreis 6;Yes;Europäisch, Mediterran, Mitteleuropäisch;Zürich;8006;Scheuchzerstrasse 65;Schweizerisch;Europäisch, Mediterran, Mitteleuropäisch, Schweizerisch;Teuer;561;4;4.417383821;Zentrum
473;Kronenhalle;Raemistrasse 4;1367;1746;€€€€;Zürich;8001;Kreis 1;4;4.6;4.336524253;both;Restaurant Kronenhalle;Yes;Europäisch, Schweizerisch, Mitteleuropäisch;Zürich;8001;Rämistrasse 4;Gehobene Küche;Europäisch, Schweizerisch, Mitteleuropäisch, Gehobene Küche;Sehr teuer;3113;4;4.335939994;Zentrum
474;La Cote;Aemtlerstrasse 26;144;544;€€ - €€€;Zürich;8003;Kreis 3;3.5;4.4;4.211627907;both;Restaurant La Côte;Yes;Europäisch, Bar, Barbecue;Zürich;8003;Aemtlerstrasse 26;Französisch;Europäisch, Bar, Barbecue, Französisch;Mäßig teuer;688;3;4.212570621;Zentrum
475;La Fonte;Duebendorfstrasse 223;2016;979;€€ - €€€;Zürich;8051;Kreis 12;5;4.7;4.901936561;both;Restaurant La Fonte;Yes;Italienisch, Mediterran, Pizza;Zürich;8051;Dübendorfstrasse 223;Pizza;Italienisch, Mediterran, Pizza, Pizza;Mäßig teuer;2995;3;4.897578773;Zentrum
476;Restaurant La Soupière;Bahnhofplatz 7;330;84;€€€€;Zürich;8001;Kreis 1;4.5;4.5;4.5;both;Restaurant La Soupière;Yes;Europäisch, Schweizerisch, Französisch;Zürich;8001;Bahnhofplatz 7;Französisch;Europäisch, Schweizerisch, Französisch, Französisch;k. A.;414;4;4.488248848;Zentrum
477;Restaurant Le Cèdre - Bellevue;Schifflände 5;358;1812;€€ - €€€;Zürich;8001;Kreis 1;3.5;4;3.917511521;both;Restaurant Le Cèdre - Bellevue;Yes;Mediterran, Orientalisch, Libanesisch;Zürich;8001;Schifflände 5;Libanesisch;Mediterran, Orientalisch, Libanesisch, Libanesisch;Teuer;2170;3;3.920502283;Zentrum
478;Restaurant Le Dézaley Zürich;Römergasse 9;946;2077;€€ - €€€;Zürich;8001;Kreis 1;4;4.3;4.206119749;both;Restaurant Le Dézaley Zürich;Yes;Europäisch, Schweizerisch, Mitteleuropäisch;Zürich;8001;Römergasse 9;Fondue;Europäisch, Schweizerisch, Mitteleuropäisch, Fondue;Mäßig teuer;3023;3;4.206375288;Zentrum
479;Lindenhofkeller;Pfalzgasse 4;6;79;;Zürich;8001;Kreis 1;4;4.6;4.557647059;both;Restaurant Lindenhofkeller;Yes;Europäisch, Schweizerisch, Deutsch;Zürich;8001;Pfalzgasse 4;Restaurant;Europäisch, Schweizerisch, Deutsch, Restaurant;k. A.;85;0;4.498095238;Zentrum
480;Lumière;Widdergasse;255;371;€€ - €€€;Zürich;8001;Kreis 1;4.5;4.6;4.559265176;both;Restaurant Lumière;Yes;Europäisch, Mitteleuropäisch, Französisch;Zürich;8001;Widdergasse 5;Französisch;Europäisch, Mitteleuropäisch, Französisch, Französisch;Teuer;626;3;4.549535604;Zentrum
481;Restaurant Madrid;Froschaugasse 15;304;618;€€ - €€€;Zürich;8001;Kreis 1;3.5;4.4;4.103253796;both;Restaurant Madrid;Yes;Europäisch, Mediterran, Spanisch;Zürich;8001;Froschaugasse 15;Spanisch;Europäisch, Mediterran, Spanisch, Spanisch;Mäßig teuer;922;3;4.10626327;Zentrum
482;Restaurant Marcellino Pane e Vino;Forchstrasse 168;272;219;€€ - €€€;Zürich;8032;Kreis 7;4.5;4.7;4.589205703;both;Restaurant Marcellino Pane e Vino;Yes;Europäisch, Italienisch, Mediterran;Zürich;8032;Forchstrasse 168;Italienisch;Europäisch, Italienisch, Mediterran, Italienisch;Mäßig teuer;491;3;4.575733855;Zentrum
483;Restaurant Markthalle;Aargauerstrasse 1;26;196;€€ - €€€;Zürich;8048;Kreis 9;4.5;4.1;4.146846847;both;Restaurant Markthalle;Yes;Europäisch, Schweizerisch;Zürich;8048;Aargauerstrasse 1;Schweizerisch;Europäisch, Schweizerisch, Schweizerisch;k. A.;222;3;4.154958678;Zentrum
484;Restaurant Markthalle;Limmatstrasse 231;279;2039;€€ - €€€;Zürich;8005;Kreis 5;3.5;4.3;4.203710095;both;Restaurant Markthalle;Yes;Europäisch, Schweizerisch, Zeitgenössisch;Zürich;8005;Limmatstrasse 231;Europäisch;Europäisch, Schweizerisch, Zeitgenössisch, Europäisch;Mäßig teuer;2318;3;4.204063302;Zentrum
485;Marktküche;Feldstrasse 98;253;504;€€€€;Zürich;8004;Kreis 4;4.5;4.8;4.699735799;both;Restaurant Marktküche;Yes;Europäisch, Mitteleuropäisch, International;Zürich;8004;Feldstrasse 98;Vegan;Europäisch, Mitteleuropäisch, International, Vegan;Teuer;757;4;4.688030888;Zentrum
486;Restaurant Mediacampus;Baslerstrasse 30;4;108;€€ - €€€;Zürich;8048;Kreis 9;5;4.3;4.325;both;Restaurant Mediacampus;Yes;Europäisch, Schweizerisch;Zürich;8048;Baslerstrasse 30;Western;Europäisch, Schweizerisch, Western;Günstig;112;3;4.312878788;Zentrum
487;Meskerem;Birmensdorferstrasse 364;36;151;€€ - €€€;Zürich;8055;Kreis 3;4;4.6;4.484491979;both;Restaurant Meskerem;Yes;Afrikanisch, Äthiopisch;Zürich;8055;Birmensdorferstrasse 364;Äthiopisch;Afrikanisch, Äthiopisch, Äthiopisch;Mäßig teuer;187;3;4.461352657;Zentrum
488;Namaste Oerlikon;Ellen-Widmann-Weg 6;29;579;€€ - €€€;Zürich;8050;Kreis 11;4.5;4.3;4.309539474;both;Restaurant Namaste Oerlikon;Yes;Indisch;Zürich;8050;Ellen-Widmann-Weg 6;Indisch;Indisch, Indisch;Mäßig teuer;608;3;4.307484076;Zentrum
489;Restaurant Neumarkt Zürich;Neumarkt 5;12;446;€€ - €€€;Zürich;8001;Kreis 1;4;4.3;4.292139738;both;Restaurant Neumarkt;Yes;Europäisch, Schweizerisch;Zürich;8001;Neumarkt 5;Restaurant;Europäisch, Schweizerisch, Restaurant;k. A.;458;3;4.290167364;Zentrum
490;Restaurant Neumünster;Hammerstrasse 10;25;78;€€ - €€€;Zürich;8008;Kreis 8;4;4.7;4.530097087;both;Restaurant Neumünster;Yes;Schweizerisch, International;Zürich;8008;Hammerstrasse 10;Schweizerisch;Schweizerisch, International, Schweizerisch;Price information not available;103;3;4.483739837;Zentrum
